name,price,rating,reviews,availability,image_url
"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Marble Gray",779.,4.5 out of 5 stars,453,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Marble Gray  Options:2 sizes2 sizes4.5 out of 5 stars 453  300+ bought in past month$779.99$779.99 List: $859.99$859.99Delivery Mon, Oct 21 Ships to India  2 sustainability features Sustainability featuresThis product has sustainability features recognized by trusted certifications. Energy efficiencyConserves energy compared to similar products.As certified by EPEATLearn more about EPEAT EPEATEPEAT addresses the sustainability impacts of electronic products. An EPEAT registered product must meet required criteria and can meet optional criteria. The criteria depend on the type of product and can include energy efficiency, reduction of fluorinated greenhouse gases (F-Gases), and end of life management. Products meeting 50% - 75% optional criteria are “Silver” and those meeting more than 75% are “Gold”.Certification LevelGOLDManufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Sold by AmazonAdd to cart-Remove+3 colors/patterns",https://m.media-amazon.com/images/I/71n6yF1SA4L._AC_UY218_.jpg
"SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black",999.,4.5 out of 5 stars,649,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black  Options:2 sizes2 sizes4.5 out of 5 stars 649  500+ bought in past month$999.99$999.99$11.95 deliveryShips to India  2 sustainability features Sustainability featuresThis product has sustainability features recognized by trusted certifications. Energy efficiencyConserves energy compared to similar products.As certified by EPEATLearn more about EPEAT EPEATEPEAT addresses the sustainability impacts of electronic products. An EPEAT registered product must meet required criteria and can meet optional criteria. The criteria depend on the type of product and can include energy efficiency, reduction of fluorinated greenhouse gases (F-Gases), and end of life management. Products meeting 50% - 75% optional criteria are “Silver” and those meeting more than 75% are “Gold”.Certification LevelGOLDManufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Sold by AmazonAdd to cart-Remove+3 colors/patterns",https://m.media-amazon.com/images/I/71NngboUC6L._AC_UY218_.jpg
Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Mineral Black,199.,4.2 out of 5 stars,"1,343","Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Mineral Black  Options:2 sizes2 sizes4.2 out of 5 stars 1,343  1K+ bought in past month$199.99$199.99 List: $299.99$299.99Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$155.02(6+ used & new offers)",https://m.media-amazon.com/images/I/61QKKdjHV0L._AC_UY218_.jpg
"SAMSUNG Galaxy A05 (128GB, 4GB) 6.7"" Dual SIM Fully Unlocked Global 4G LTE A055M/DS (Black)",113.,4.0 out of 5 stars,120,"SAMSUNG Galaxy A05 (128GB, 4GB) 6.7"" Dual SIM Fully Unlocked Global 4G LTE A055M/DS (Black)  4.0 out of 5 stars 120  500+ bought in past month$113.99$113.99Seller rating: 4.9/5 (1,236)Add to cart-RemoveMore Buying Choices$95.00(10 used & new offers)",https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UY218_.jpg
Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black,95.,4.1 out of 5 stars,138,Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black  4.1 out of 5 stars 138  500+ bought in past month$95.69$95.69 List: $118.97$118.97Only 15 left in stock - order soon.Seller rating: 4.9/5 (662)Add to cart-RemoveMore Buying Choices$93.47(16 used & new offers),https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UY218_.jpg
"AT&T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",78.,4.3 out of 5 stars,"27,374","AT&T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black  4.3 out of 5 stars 27,374  1K+ bought in past month$78.95$78.95Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$37.34(3+ used & new offers)",https://m.media-amazon.com/images/I/81xDumBYGBL._AC_UY218_.jpg
Samsung Galaxy A15 SM-A156M/DS 128GB Dual-SIM GSM Unlocked Android Smartphone (International Version) - Light Blue,145.,4.2 out of 5 stars,272,Samsung Galaxy A15 SM-A156M/DS 128GB Dual-SIM GSM Unlocked Android Smartphone (International Version) - Light Blue  4.2 out of 5 stars 272  500+ bought in past month$145.00$145.00 List: $158.00$158.00Seller rating: 4.8/5 (961)Add to cart-RemoveMore Buying Choices$129.99(7 used & new offers),https://m.media-amazon.com/images/I/51lM55Jo6sL._AC_UY218_.jpg
"SAMSUNG Galaxy A15 5G (SM-156M/DSN), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",197.,4.3 out of 5 stars,161,"SAMSUNG Galaxy A15 5G (SM-156M/DSN), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)  4.3 out of 5 stars 161  1K+ bought in past month$197.50$197.50Seller rating: 4.8/5 (961)Add to cart-RemoveMore Buying Choices$169.50(3+ used & new offers)",https://m.media-amazon.com/images/I/51J+JSoU22L._AC_UY218_.jpg
"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray",299.,4.3 out of 5 stars,993,"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray  4.3 out of 5 stars 993  1K+ bought in past month$299.99$299.99Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$217.92(2+ used & new offers)",https://m.media-amazon.com/images/I/610qFsdenLL._AC_UY218_.jpg
"SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version 2024, Amber Yellow",999.,4.5 out of 5 stars,649,"SAMSUNG Galaxy S24+ Plus Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version 2024, Amber Yellow  Options:2 sizes2 sizes4.5 out of 5 stars 649  100+ bought in past month$999.99$999.99$11.95 deliveryShips to India  2 sustainability features Sustainability featuresThis product has sustainability features recognized by trusted certifications. Energy efficiencyConserves energy compared to similar products.As certified by EPEATLearn more about EPEAT EPEATEPEAT addresses the sustainability impacts of electronic products. An EPEAT registered product must meet required criteria and can meet optional criteria. The criteria depend on the type of product and can include energy efficiency, reduction of fluorinated greenhouse gases (F-Gases), and end of life management. Products meeting 50% - 75% optional criteria are “Silver” and those meeting more than 75% are “Gold”.Certification LevelGOLDManufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Sold by AmazonAdd to cart-RemoveMore Buying Choices$762.29(2+ used & new offers)",https://m.media-amazon.com/images/I/71yc5A1EavL._AC_UY218_.jpg
"Wireless Universal Phone Charging Car Vent Mount, 15W Qi Fast Charging Auto-Clamping Car Mount, Air Vent Car Phone Holder Compatible with iPhone 15/14/13/12/11/XS/X/8, Samsung S23/S22/S21/S20/S10/S9",21.,4.1 out of 5 stars,5,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Wireless Universal Phone Charging Car Vent Mount, 15W Qi Fast Charging Auto-Clamping Car Mount, Air Vent Car Phone Holder Compatible with iPhone 15/14/13/12/11/XS/X/8, Samsung S23/S22/S21/S20/S10/S9  4.1 out of 5 stars 5  $21.99$21.99Only 4 left in stock - order soon.Seller rating: 5.0/5 (76)Add to cart-Remove",https://m.media-amazon.com/images/I/41Gm7CqttLL._AC_UY218_.jpg
"2Pack USB C Charger Block 20W, iGENJUN USB-C Power Adapter - Phone Charger with Fast Charging Capability, Type C Wall Charger for Phone 15/15 Plus/15 Pro Max/14 Series, Galaxy, Pixel, Pad",9.,4.6 out of 5 stars,"4,163","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  2Pack USB C Charger Block 20W, iGENJUN USB-C Power Adapter - Phone Charger with Fast Charging Capability, Type C Wall Charger for Phone 15/15 Plus/15 Pro Max/14 Series, Galaxy, Pixel, Pad  4.6 out of 5 stars 4,163  $9.99$9.99Seller rating: 4.9/5 (46)Add to cart-Remove+9 colors/patterns",https://m.media-amazon.com/images/I/513pMeZXyLL._AC_UY218_.jpg
Velvet Caviar Compatible with iPhone 16 Pro Case for Women Cute Checkered [8ft Shockproof] - Girly Protective Designer Phone Cases - Nude Neutral Aesthetic,34.,N/A,200+ bought in past month,SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Velvet Caviar Compatible with iPhone 16 Pro Case for Women Cute Checkered [8ft Shockproof] - Girly Protective Designer Phone Cases - Nude Neutral Aesthetic  200+ bought in past month$34.99$34.99 Typical: $39.99$39.99$10.00 off coupon appliedSave $10.00  with coupon   Small Business Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more Seller rating: 4.9/5 (340)Add to cart-Remove,https://m.media-amazon.com/images/I/71gqqhLUl2L._AC_UY218_.jpg
"Altec Lansing - HydraJolt Wireless Bluetooth Speaker, Waterproof Portable Speakers with Built in Phone Charger and Lights, Everything Proof Outdoor, Shockproof, Snowproof, 16 Hours Playtime",59.,4.4 out of 5 stars,351,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Altec Lansing - HydraJolt Wireless Bluetooth Speaker, Waterproof Portable Speakers with Built in Phone Charger and Lights, Everything Proof Outdoor, Shockproof, Snowproof, 16 Hours Playtime  4.4 out of 5 stars 351  $59.99$59.99 List: $69.99$69.99Seller rating: 4.8/5 (197)Add to cart-Remove+2 colors/patterns",https://m.media-amazon.com/images/I/616g2P-f0yL._AC_UY218_.jpg
"VTech DECT 6.0 Cordless Phone - Blue Display, Big Buttons, Speakerphone, Caller ID, Easy Wall Mount, 1000ft Range - White/Grey",18.,4.3 out of 5 stars,"9,168","VTech DECT 6.0 Cordless Phone - Blue Display, Big Buttons, Speakerphone, Caller ID, Easy Wall Mount, 1000ft Range - White/Grey  4.3 out of 5 stars 9,168  2K+ bought in past month$18.45$18.45Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$13.79(2+ used & new offers)+1 colors/patterns",https://m.media-amazon.com/images/I/71ESfaPl8IL._AC_UY218_.jpg
"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet",779.,4.5 out of 5 stars,453,"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Cobalt Violet  Options:2 sizes2 sizes4.5 out of 5 stars 453  300+ bought in past month$779.99$779.99 List: $859.99$859.99Delivery Mon, Oct 21 Ships to India  2 sustainability features Sustainability featuresThis product has sustainability features recognized by trusted certifications. Energy efficiencyConserves energy compared to similar products.As certified by EPEATLearn more about EPEAT EPEATEPEAT addresses the sustainability impacts of electronic products. An EPEAT registered product must meet required criteria and can meet optional criteria. The criteria depend on the type of product and can include energy efficiency, reduction of fluorinated greenhouse gases (F-Gases), and end of life management. Products meeting 50% - 75% optional criteria are “Silver” and those meeting more than 75% are “Gold”.Certification LevelGOLDManufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Sold by AmazonAdd to cart-RemoveMore Buying Choices$712.59(2+ used & new offers)",https://m.media-amazon.com/images/I/716UvwH-NvL._AC_UY218_.jpg
"OnePlus 12,16GB RAM+512GB,Dual-SIM,Unlocked Android Smartphone,Supports 50W Wireless Charging,Latest Mobile Processor,Advanced Hasselblad Camera,5400 mAh Battery,2024,Flowy Emerald",N/A,4.5 out of 5 stars,541,"OnePlus 12,16GB RAM+512GB,Dual-SIM,Unlocked Android Smartphone,Supports 50W Wireless Charging,Latest Mobile Processor,Advanced Hasselblad Camera,5400 mAh Battery,2024,Flowy Emerald  Options:2 sizes2 sizes4.5 out of 5 stars 541  200+ bought in past monthSee options",https://m.media-amazon.com/images/I/711F6T6aySL._AC_UY218_.jpg
"Panasonic Cordless Phone with Answering Machine, Link2Cell Bluetooth, Voice Assistant and Advanced Call Blocking, Expandable System with 4 Handsets - KX-TGD864W (White)",99.,4.4 out of 5 stars,"1,359","Panasonic Cordless Phone with Answering Machine, Link2Cell Bluetooth, Voice Assistant and Advanced Call Blocking, Expandable System with 4 Handsets - KX-TGD864W (White)  4.4 out of 5 stars 1,359  1K+ bought in past month$99.99$99.99 List: $119.99$119.99Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$57.38(4+ used & new offers)",https://m.media-amazon.com/images/I/71EwYZ1t6BL._AC_UY218_.jpg
"TracFone Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)",49.,4.0 out of 5 stars,271,"TracFone Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)  4.0 out of 5 stars 271  500+ bought in past month$49.99$49.99Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-Remove",https://m.media-amazon.com/images/I/71pGGUaxezL._AC_UY218_.jpg
Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Global Model (Mobile Cell Phone) (Phantom Green),809.,4.4 out of 5 stars,627,Samsung Galaxy S23 Ultra 5G SM-S918B/DS Dual SIM 256GB ROM 8GB RAM GSM Factory Unlocked Global Model (Mobile Cell Phone) (Phantom Green)  Options:2 sizes2 sizes4.4 out of 5 stars 627  300+ bought in past month$809.50$809.50 List: $859.99$859.99Seller rating: 4.8/5 (961)Add to cart-RemoveMore Buying Choices$780.00(7 used & new offers),https://m.media-amazon.com/images/I/51mXHdm9jHL._AC_UY218_.jpg
Samsung Galaxy A25 5G A256E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Blue,191.,4.0 out of 5 stars,289,Samsung Galaxy A25 5G A256E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Blue  4.0 out of 5 stars 289  300+ bought in past month$191.00$191.00Seller rating: 4.9/5 (553)Add to cart-RemoveMore Buying Choices$180.49(9 used & new offers),https://m.media-amazon.com/images/I/51i2bWQ8xxL._AC_UY218_.jpg
"Xiaomi Redmi Note 13 4G LTE (256GB + 8GB) 6.67"" 108MP Triple (Tmobile Mint Tello Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (MidnightBlack Global ROM)",155.,4.4 out of 5 stars,166,"Xiaomi Redmi Note 13 4G LTE (256GB + 8GB) 6.67"" 108MP Triple (Tmobile Mint Tello Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (MidnightBlack Global ROM)  4.4 out of 5 stars 166  300+ bought in past month$155.00$155.00 Typical: $164.99$164.99Seller rating: 4.9/5 (662)Add to cart-RemoveMore Buying Choices$152.99(10 used & new offers)",https://m.media-amazon.com/images/I/41UZCtYsNOL._AC_UY218_.jpg
"SAMSUNG Galaxy S24 Ultra Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Zoom Camera, Long Battery Life, S Pen, US Version, 2024, Titanium Violet","1,107.",4.5 out of 5 stars,"1,817","SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  SAMSUNG Galaxy S24 Ultra Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Zoom Camera, Long Battery Life, S Pen, US Version, 2024, Titanium Violet  Options:2 sizes2 sizes4.5 out of 5 stars 1,817  300+ bought in past month$1,107.38$1,107.38 List: $1,299.99$1,299.99$12.18 deliveryShips to India  2 sustainability features Sustainability featuresThis product has sustainability features recognized by trusted certifications. Energy efficiencyConserves energy compared to similar products.As certified by EPEATLearn more about EPEAT EPEATEPEAT addresses the sustainability impacts of electronic products. An EPEAT registered product must meet required criteria and can meet optional criteria. The criteria depend on the type of product and can include energy efficiency, reduction of fluorinated greenhouse gases (F-Gases), and end of life management. Products meeting 50% - 75% optional criteria are “Silver” and those meeting more than 75% are “Gold”.Certification LevelGOLDManufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Sold by AmazonAdd to cart-Remove+3 colors/patterns",https://m.media-amazon.com/images/I/71qeTVe5d1L._AC_UY218_.jpg
"SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow",779.,4.5 out of 5 stars,453,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  SAMSUNG Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Amber Yellow  Options:2 sizes2 sizes4.5 out of 5 stars 453  100+ bought in past month$779.99$779.99 List: $859.99$859.99$11.84 deliveryShips to India  2 sustainability features Sustainability featuresThis product has sustainability features recognized by trusted certifications. Energy efficiencyConserves energy compared to similar products.As certified by EPEATLearn more about EPEAT EPEATEPEAT addresses the sustainability impacts of electronic products. An EPEAT registered product must meet required criteria and can meet optional criteria. The criteria depend on the type of product and can include energy efficiency, reduction of fluorinated greenhouse gases (F-Gases), and end of life management. Products meeting 50% - 75% optional criteria are “Silver” and those meeting more than 75% are “Gold”.Certification LevelGOLDManufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Sold by AmazonAdd to cart-Remove+3 colors/patterns",https://m.media-amazon.com/images/I/71v9J20YfHL._AC_UY218_.jpg
"Samsung Galaxy A13 5G Cell Phone, AT&T GSM Unlocked Android Smartphone, 64GB, Long Lasting Battery, Expandable Storage, Triple Lens Camera, Infinite Display, Black (Renewed)",169.,3.8 out of 5 stars,"1,353","Samsung Galaxy A13 5G Cell Phone, AT&T GSM Unlocked Android Smartphone, 64GB, Long Lasting Battery, Expandable Storage, Triple Lens Camera, Infinite Display, Black (Renewed)  3.8 out of 5 stars 1,353  500+ bought in past month$169.00$169.00Only 1 left in stock - order soon.See optionsMore Buying Choices$97.03(15 used & new offers)",https://m.media-amazon.com/images/I/61PkHEMqZfL._AC_UY218_.jpg
"VTech CS6719-2 2-Handset Expandable Cordless Phone with Caller ID/Call Waiting, Handset Intercom & Backlit Display/Keypad, Silver",38.,4.4 out of 5 stars,"37,832","VTech CS6719-2 2-Handset Expandable Cordless Phone with Caller ID/Call Waiting, Handset Intercom & Backlit Display/Keypad, Silver  4.4 out of 5 stars 37,832  2K+ bought in past month$38.95$38.95Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$26.91(11+ used & new offers)+2 colors/patterns",https://m.media-amazon.com/images/I/71HLNfFVCcL._AC_UY218_.jpg
"Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29",229.,4.2 out of 5 stars,571,"Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29  4.2 out of 5 stars 571  500+ bought in past month$229.99$229.99 List: $399.99$399.99Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$182.15(5+ used & new offers)",https://m.media-amazon.com/images/I/61O66kJiiGL._AC_UY218_.jpg
"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5'' GSM Unlocked,International Version-Black",86.,3.8 out of 5 stars,727,"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5'' GSM Unlocked,International Version-Black  3.8 out of 5 stars 727  500+ bought in past month$86.00$86.00 List: $105.00$105.00Seller rating: 4.9/5 (142)Add to cart-RemoveMore Buying Choices$66.68(10+ used & new offers)",https://m.media-amazon.com/images/I/71O2YkTlq-L._AC_UY218_.jpg
"Google Pixel 8 - Unlocked Android Smartphone with Advanced Pixel Camera, 24-Hour Battery, and Powerful Security - Rose - 128 GB",549.,4.3 out of 5 stars,"2,456","Google Pixel 8 - Unlocked Android Smartphone with Advanced Pixel Camera, 24-Hour Battery, and Powerful Security - Rose - 128 GB  Options:3 sizes3 sizes4.3 out of 5 stars 2,456  300+ bought in past month$549.00$549.00 List: $699.00$699.00  1 sustainability feature Sustainability featuresThis product has sustainability features recognized by trusted certifications. Manufacturing practicesManufactured using processes that reduce the risk of negative environmental impact.As certified by ECOLOGOLearn more about ECOLOGO ECOLOGOECOLOGO certified products have reduced environmental impacts at one or more stages of their lifecycle – from raw materials to end of life. ECOLOGO certification indicates that a product has met environmental performance standards, which include criteria in some or all of the following categories: materials, energy, manufacturing and operations, health and environment, product performance and use, and product stewardship and innovation. Products are evaluated on the applicable criteria through testing and auditing. Discover more products with sustainability features. Learn more Seller rating: 4.3/5 (79)Add to cart-RemoveMore Buying Choices$417.90(4 used & new offers)",https://m.media-amazon.com/images/I/71aTjTMFiJL._AC_UY218_.jpg
"AT&T TRIMLINE 213 Corded Home Phone with Extra Big Buttons & Visual Ringer. No AC Power Required, Improved Easy-Wall-Mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control, Senior Friendly. White",19.,4.4 out of 5 stars,334,"AT&T TRIMLINE 213 Corded Home Phone with Extra Big Buttons & Visual Ringer. No AC Power Required, Improved Easy-Wall-Mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control, Senior Friendly. White  4.4 out of 5 stars 334  1K+ bought in past month$19.06$19.06Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$15.02(2+ used & new offers)+1 colors/patterns",https://m.media-amazon.com/images/I/71ghdMRVcbL._AC_UY218_.jpg
"OnePlus 12R, 8GB RAM+128GB, Dual-SIM, US Factory Unlocked Android Smartphone, 5500 mAh Battery, 50MP Camera, 80W Fast Charging, 2024, Iron Gray",499.,4.4 out of 5 stars,430,"OnePlus 12R, 8GB RAM+128GB, Dual-SIM, US Factory Unlocked Android Smartphone, 5500 mAh Battery, 50MP Camera, 80W Fast Charging, 2024, Iron Gray  Options:2 sizes2 sizes4.4 out of 5 stars 430  300+ bought in past month$499.99$499.99Delivery Mon, Oct 21 Ships to IndiaSold by AmazonAdd to cart-RemoveMore Buying Choices$460.79(2+ used & new offers)",https://m.media-amazon.com/images/I/71xMs88FYbL._AC_UY218_.jpg
"CUBOT MAX 5 5G Cell Phone Unlocked, 24GB+256GB Android 14 Phone, 6.95"" FHD+ 144Hz Display, 100MP+32MP Camera, MediaTek 8200 4nm Processor Gaming Phones, 5100mAh Battery(33W) Smartphone, Dual SIM/NFC",349.,4.0 out of 5 stars,24,"CUBOT MAX 5 5G Cell Phone Unlocked, 24GB+256GB Android 14 Phone, 6.95"" FHD+ 144Hz Display, 100MP+32MP Camera, MediaTek 8200 4nm Processor Gaming Phones, 5100mAh Battery(33W) Smartphone, Dual SIM/NFC  4.0 out of 5 stars 24  $349.99$349.99Save 5% on 2 select item(s)Only 18 left in stock - order soon.Seller rating: 4.8/5 (46)Add to cart-Remove",https://m.media-amazon.com/images/I/81LxeVAmsjL._AC_UY218_.jpg
"40W for iPhone 16 15 Charger Fast Charging, 20W Dual USB C Charger Block with 10 ft Long USB-C to C Fast Charging Cable Compatible for iPhone 16 15, for i.Pad Pro/Air/Mini",24.,4.6 out of 5 stars,58,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  40W for iPhone 16 15 Charger Fast Charging, 20W Dual USB C Charger Block with 10 ft Long USB-C to C Fast Charging Cable Compatible for iPhone 16 15, for i.Pad Pro/Air/Mini  4.6 out of 5 stars 58  50+ bought in past month$24.99$24.99Add to cart-Remove",https://m.media-amazon.com/images/I/61QgTNlh2pL._AC_UY218_.jpg
"Pixel Fast Charger, 20W Fast USB C Wall Charger PD Power Adapter + 6FT USB C Cable for Pixel 8/8 Pro/7/7 Pro/7a, 6a/6/Pro, 5/4/3/2/XL, Phone 15, Galaxy S23 S22 S21,Android Phones",9.,N/A,N/A,"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Pixel Fast Charger, 20W Fast USB C Wall Charger PD Power Adapter + 6FT USB C Cable for Pixel 8/8 Pro/7/7 Pro/7a, 6a/6/Pro, 5/4/3/2/XL, Phone 15, Galaxy S23 S22 S21,Android Phones  $9.99$9.99Add to cart-Remove",https://m.media-amazon.com/images/I/61QqbJdTs7L._AC_UY218_.jpg
